date,mels_S,lig_S,mels_N,hvac_N,hvac_S
2018-01-04 20:30:00,7.599999904500001,3.6500000955,26.5,48.900000000000006,51.75
2018-01-04 21:00:00,7.1000000235,2.8999999765,27.650000095000003,37.995000000000005,35.35
2018-01-04 21:30:00,7.1499999765,5.675000191,25.224999905,50.749999235,22.15000019
2018-01-04 22:00:00,7.050000191,5.550000191,23.64999962,52.900000765,24.29999981
2018-01-04 22:30:00,7.25,5.245000124000001,21.44999981,51.19999962,29.39999981
2018-01-04 23:00:00,6.8500001435,4.8975000385000005,15.52499962,39.0,38.799999235
2018-01-04 23:30:00,6.599999905,5.144999981,14.0,39.14500046,29.10000038
2018-01-05 00:00:00,5.749999881,4.775000095,13.82499981,39.45,22.85
2018-01-05 00:30:00,4.599999904500001,4.495000124000001,15.650000095,50.849999235,20.29500038
2018-01-05 01:00:00,3.675000012,4.8000000715,15.374999764999998,62.650000765,18.90000038
2018-01-05 01:30:00,2.5500000715000004,4.5,13.849999905,41.30000038,20.6
2018-01-05 02:00:00,2.245000005,3.3500000235,13.200000285000002,54.000000765,34.3
2018-01-05 02:30:00,2.1499999765,4.350000143,9.2500002375,38.40000038,18.794999695
2018-01-05 03:00:00,1.899999976,0.8499999939999999,8.7000000475,39.64500046,19.150000570000003
2018-01-05 03:30:00,1.87499994,1.099999983,8.517499685,50.25,19.900000570000003
2018-01-05 04:00:00,2.0499999525,0.200000003,7.75,38.74500084,21.894999505
2018-01-05 04:30:00,1.849999994,0.3250000105,8.474999905,39.24500046,19.74999962
2018-01-05 05:00:00,1.850000024,0.350000009,8.6999998095,38.9,21.345
2018-01-05 05:30:00,1.7500000299999998,0.2750000099999999,7.849999904500001,37.8,17.70000038
2018-01-05 06:00:00,1.849999994,0.200000003,8.4750001435,39.200000765,19.79999924
2018-01-05 06:30:00,1.75,0.200000003,5.600000024,37.595001225,21.144999505
2018-01-05 07:00:00,1.949999988,0.7999999895,8.150000095,37.85000038,19.350000190000003
2018-01-05 07:30:00,1.924999982,0.4999999965,8.0500001905,37.09999847,18.650000570000003
2018-01-05 08:00:00,2.0499999525,0.200000003,7.5,35.995000000000005,23.645
2018-01-05 08:30:00,1.2749999765,0.1250000015,7.84499979,36.55,20.05
2018-01-05 09:00:00,1.449999988,0.100000001,8.09499979,37.4,18.950000000000003
2018-01-05 09:30:00,1.299999982,0.200000003,7.9449996945,35.85,8.695
2018-01-05 10:00:00,1.899999976,0.150000002,7.6249998805,37.395,17.64
2018-01-05 10:30:00,1.974999994,0.150000002,7.524999976,37.995000000000005,18.2
2018-01-05 11:00:00,1.25,0.3649999955,7.425000070999999,36.195,17.65
2018-01-05 11:30:00,1.149999996,0.5849999855000001,7.7816666755,36.645,17.65
2018-01-05 12:00:00,1.3499999905,0.804999975,8.2905554505,36.395,18.045
2018-01-05 12:30:00,1.5499999855,1.0249999645,8.7994442245,36.895,8.8
2018-01-05 13:00:00,1.74999998,1.2449999545,9.3083329995,51.55,21.845
2018-01-05 13:30:00,1.9999999405,1.100000024,6.59499979,38.29,18.35
2018-01-05 14:00:00,2.2199999335,1.8478261155,8.142499685,51.1,21.245
2018-01-05 14:30:00,2.3799999715,2.1782609045,6.444999814,48.900000000000006,21.25
2018-01-05 15:00:00,2.550000012,2.508695693,3.075000048,48.900000000000006,32.945
2018-01-05 15:30:00,2.794444495,2.839130482,3.171875023,65.0,19.895
2018-01-05 16:00:00,3.1722222835,3.169565271,5.059374922,55.75,8.85
2018-01-05 16:30:00,3.550000072,3.5000000595,6.946874821,50.75,19.045
